skos:prefLabel	skos:definition	rdf:type	skos:altLabel	skos:hiddenLabel	skos:narrower	skos:broader	skos:scopeNote	skos:changeNote
Luthiste	Musicien qui joue du luth.	skos:Concept				Instrumentiste		EP346457;PMB1426
Lyon. académie des sciences, belles lettres et arts		skos:Concept						PMB23221
Lyon. archives municipales		skos:Concept						PMB23166
Lyre		skos:Concept						PMB1427
Machine		skos:Concept						PMB23355
Machinerie		skos:Concept				Description de théâtre		EP345939
Machines		skos:Concept						EP346374
Machiniste	Personne qui s'occupe des machines et des changements de décor.	skos:Concept						EP346375
Madrigal	Chanson polyphonique du XVIe et du XVIIe siècles, très populaire en Italie et en Angleterre. Son âge d'or se situe au tournant des années 1600 avec les productions de Monteverdi, Gesualdo, etc.	skos:Concept				Air		EP346616;PMB1428
Madrigal poétique		skos:Concept						
Madrigal spirituel		skos:Concept						PMB1429
Magnificat	Nom d'un morceau de chant, dont les paroles ont été tirées du premier chapitre de saint Luc, et qui, dans la traduction latine commence ainsi : magnificat anima mea Dominum. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						EP346376;PMB1430
Magnificat instrumental		skos:Concept						PMB1431
Maison princière		skos:Concept						PMB23330
Maison religieuse		skos:Concept						EP346377;PMB1432
Maître à chanter		skos:Concept				Professeur de musique		EP488890
Maître à danser		skos:Concept						EP346380;PMB22976
Maître de ballet		skos:Concept						EP346381
Maître de chapelle	Celui qui est chargé de diriger le chant dans une église et de former les enfants de choeurs. Ce terme signifie également, en Italie, un maître de musique. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept				Musicien d'église		EP346489;PMB1433
Maître de musique	Musicien gagé pour composer de la musique ou la faire exécuter. C'est le maître de musique qui bat la mesure et dirige les musiciens. Il doit savoir la composition, quoiqu'il ne compose pas toujours la musique qu'il fait exécuter. On donne encore le nom de maître de musique au chef de la musique d'un régiment. Il fait partie de l'état-major, et a le rang d'officier. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						EP346382
Maîtrise	Lieu d'éducation musicale des chantres, souvent lié à une institution religieuse, qui forme les chanteurs et instrumentistes de la période baroque jusqu'à la Révolution. Il est ensuite remplacé en partie par les conservatoires.	skos:Concept				Ensemble de chanteurs		EP346064;PMB1434
Maîtrisien		skos:Concept						
Manche	Pièce de bois collée à l'extrémité du corps de certains instruments à cordes, tels que le violon, le violoncelle, la guitare. Le manche sert à tenir l'instrument, porte les cordes et les chevilles, et c'est en posant les doigts sur ces cordes et en les pressant contre le manche, que l'on forme les différents tons. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Mandoline	nstrument de musique plus petit que le luth et de la même forme. Il s'accorde comme le violon, avec cette différence, que ses cordes sont de laiton et doubles. On en joue avec un petit morceau d'écorce de cerisier ou un bout de plume taillé comme un cure-dent plat. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						PMB1435
Mandore		skos:Concept						PMB22631
Manécanterie		skos:Concept						PMB1436
Manicordion		skos:Concept						
Manière		skos:Concept						
Manifestation musicale		skos:Concept						PMB24541
Manuel		skos:Concept						PMB23279
Manuscrit		skos:Concept				Diffusion de la musique		EP345957;PMB23353
Manuscrit autographe		skos:Concept				Manuscrit		EP345958
Fête de saint Marc		skos:Concept						
Marchand de musique		skos:Concept						EP346386
Marchand d'instruments de musique		skos:Concept				Facteur d'instruments		EP346095
Marchand papetier		skos:Concept						
Marche		skos:Concept				Pièce instrumentale		EP346572;PMB1437
Marche funèbre		skos:Concept						PMB1438
Marche harmonique		skos:Concept						
Marche militaire		skos:Concept						PMB1439
Marche modulante		skos:Concept						
Mardi		skos:Concept						
Mardi de pâques		skos:Concept						
Maréchal de France		skos:Concept						PMB23433
Mariage		skos:Concept				Liturgie de la vie religieuse		EP346685;PMB23637
Marie		skos:Concept						EP346392
Marionnettes		skos:Concept				Spectacle de rue		EP346886
Marque du papier		skos:Concept				Papier		EP345963
Marqueterie		skos:Concept						
Marteau de cloche		skos:Concept						
Fête de saint Martin		skos:Concept						
Martyr		skos:Concept						PMB1441
Mascarade		skos:Concept				Oeuvre à intermèdes musicaux		EP346534;PMB1442
Masque		skos:Concept				Description de théâtre		EP345940;PMB1443
Matériau		skos:Concept						
Mathématiques		skos:Concept						EP346396
Matines		skos:Concept						EP346400
Fête de saint Matthias		skos:Concept						
Fête de saint Matthieu		skos:Concept						
Mazarinade		skos:Concept				Pamphlet		EP346715
Mécanique		skos:Concept						
Mécanique d'un instrument		skos:Concept				Invention mécanique		EP346117
Mécénat		skos:Concept				Vie artistique		EP347004;PMB1444
Mécène		skos:Concept						EP346401
Méditation poétique		skos:Concept						
Méditations		skos:Concept						PMB22666
Mélanges		skos:Concept				Recueil		EP346823
Mélodie		skos:Concept						EP346402;PMB1445
Mélodrame		skos:Concept				Musique de théâtre		EP346527;PMB1446
Mélomane		skos:Concept						EP346403
Membrane vibrante		skos:Concept						
Mémoire		skos:Concept						
Mémoires		skos:Concept						EP346404;PMB23425
Memona		skos:Concept						
Ménestrandise		skos:Concept						EP346405
Ménestrel		skos:Concept						PMB22906
Ménétrier		skos:Concept				Musicien		EP346468;PMB1447
Menuet		skos:Concept				Air à danser		EP345748
Menuet instrumental		skos:Concept						PMB1448
Menuet vocal		skos:Concept				Air		EP346617
Mercredi		skos:Concept						
Mercredi des cendres		skos:Concept						
Mercredi saint		skos:Concept						
Merveilleux		skos:Concept				Poétique		EP346772;PMB23366
Message politique		skos:Concept						
Messe	"Office sacré mis en musique, comportant le Kyrie, le Gloria, le Credo, le Sanctus et l'Agnus Dei, l'ordinaire de la messe dans le rite catholique. Des pièces plus spécifiques de la liturgie appelées ""le propre"" peuvent être ajoutées à cette base."	skos:Concept				Office liturgique		EP346690;PMB1449
Messe a cappella		skos:Concept						
Messe basse		skos:Concept				Messe		EP346692
Messe brève		skos:Concept						
Messe concertante		skos:Concept						
Messe de la Sainte Croix		skos:Concept						
Messe de requiem		skos:Concept						EP346406
Messe de Te Deum		skos:Concept						
Messe des morts		skos:Concept				Liturgie des morts		EP346688
Messe d'orgue		skos:Concept						
Messe du Saint-Esprit		skos:Concept						
Messe en musique		skos:Concept				Musique vocale		EP346630
Messe en plain-chant		skos:Concept				Messe en musique		EP346631
Messe en symphonie		skos:Concept				Messe en musique		EP346632
Messe haute		skos:Concept						
Messe instrumentale		skos:Concept						PMB1450
Messe polyphonique		skos:Concept				Messe en musique		EP346633
Messe pour les défunts		skos:Concept						
Messe rouge		skos:Concept						
Messe solennelle		skos:Concept				Messe		EP346693
Mesure	Règle qui établit le rapport des sons entre eux, quant à leur durée. (Voyez TEMPS.) (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept				Mètre		EP345717
Mesure à l'antique		skos:Concept						EP346408
Mesure et rythme		skos:Concept						PMB1451
Métal		skos:Concept						
Métaphysique		skos:Concept						PMB23584
Méthode		skos:Concept						PMB23283
Méthode de chant		skos:Concept				Ouvrage didactique		EP346708
Méthode de composition		skos:Concept				Ouvrage didactique		EP346709
Méthode de jeu		skos:Concept						EP346409
Méthode de musique		skos:Concept						
Méthode d'enseignement		skos:Concept						EP346411
Méthode instrumentale		skos:Concept				Ouvrage didactique		EP346710
Méthode vocale		skos:Concept						
Métier		skos:Concept						PMB23413
Mètre		skos:Concept				Agogique		EP345710
Métrique		skos:Concept						PMB22502
Métrique gréco-latine		skos:Concept				Mètre		EP345718
Métronome	Instrument servant à mesurer le temps musical.	skos:Concept						EP346414;PMB23282
Metteur en scène		skos:Concept						EP346415
Mezza di voce		skos:Concept						
Mezzo		skos:Concept						
Fête de saint Michel (archange)		skos:Concept						
Militaire		skos:Concept						PMB23411
Miniature		skos:Concept						
Minnesang		skos:Concept						PMB1452
Mise en scène		skos:Concept						EP346416;PMB1453
Missel		skos:Concept				Livre liturgique		EP346366
Mixtures		skos:Concept						
Mnémé		skos:Concept						
Mobilier		skos:Concept						EP346417
Modalité		skos:Concept				Échelle		EP346003;PMB1454
Mode		skos:Concept						EP346004
Mode champêtre		skos:Concept						EP346418
Mode enharmonique		skos:Concept						
Mode majeur		skos:Concept				Mode		EP346006
Mode mineur		skos:Concept				Mode		EP346007
Mode mixte		skos:Concept				Mode		EP346008
Mode pastorale		skos:Concept						EP346419
Modernité		skos:Concept						EP346420
Modulation		skos:Concept				Harmonie		EP346035
Moine		skos:Concept						
Moïse		skos:Concept						PMB1455
Monarchie		skos:Concept						PMB23415
Monastère		skos:Concept						
Monocorde		skos:Concept				Instrument de mesure		EP346230
Monodie	Phrase musicale se caractérisant par l'absence d'harmonie ou de contrepoint (d'accompagnement).	skos:Concept						EP346421
Monogramme		skos:Concept				Ex-libris		EP345956
Monologue	C'est une scène chantée par un seul acteur qui, s'étant identifié avec le personnage qu'il représente, en exprime les divers sentiments avec vérité. Cette scène se compose ordinairement d'un récitatif instrumenté avec soin, suivi presque toujours d'une cavatine ou d'un air de plusieurs mouvements. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						EP346422;PMB23349
Montre	Jeu d'orgue dont les tuyaux paraissent à la façade de l'instrument. La montre appartient à l'espèce des jeux de flûte. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Mordant		skos:Concept						
Mort (défunt)		skos:Concept						PMB1456
Motet	Pièce vocale sacrée parfois accompagnée d'instruments, avec soliste et/ou chœur, qui ne relève ni de la messe, ni de l'oratorio, ni de la cantate, et qui se base sur un texte du graduel (antienne, Te deum, etc.). Le grand motet est une création française qui sert les grandes occasions et se caractérise par la présence d'un effectif important, composé d'un grand choeur et d'un petit choeur, renforcé par un orchestre complet. Le petit motet se limite à un petit effectif concentré autour d'une poignée de chanteurs, d'une basse continue et éventuellement de quelques instruments.	skos:Concept				Musique vocale		EP346634;PMB1457
Motif thématique		skos:Concept						
Mots-clés		skos:Concept						PMB22665
Mouvement	Partie composant et structurant certaines œuvres musicales. Un mouvement peut être défini par son tempo - lent, rapide, etc.	skos:Concept				Forme musicale		EP346160
Mouvement de bras		skos:Concept						
Mouvement de pied		skos:Concept						
Muance		skos:Concept						EP346424
Muselar		skos:Concept						
Musette	Cousine de la cornemuse, la musette s'actionne non pas en soufflant dedans mais en actionnant des soufflets placés sous le coude de l'instrumentiste.	skos:Concept						PMB1461
Musette (danse)		skos:Concept				Air à danser		EP345749
Musette vocale		skos:Concept						PMB1460
Musica ficta		skos:Concept						PMB22986
Musicien	Ce nom se donne également à celui qui compose la musique et à celui qui l'exécute. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						EP346425;PMB1462
Musicien allemand		skos:Concept				Musicien étranger en France		EP346493
Musicien amateur		skos:Concept				Musicien		EP346470
Musicien ambulant		skos:Concept				Musicien		EP346471;PMB1463
Musicien anglais		skos:Concept				Musicien étranger en France		EP346494
Musicien d'académie		skos:Concept						
Musicien de concert		skos:Concept				Musicien		EP346472
Musicien de cour		skos:Concept				Musicien		EP346473;PMB1465
Musicien de la chambre		skos:Concept						
Musicien de la chapelle		skos:Concept						
Musicien de la grande bande		skos:Concept						
Musicien de la grande écurie		skos:Concept						
Musicien de la maison militaire		skos:Concept						
Musicien de la marine		skos:Concept				Musicien		EP346482
Musicien de la petite bande		skos:Concept						
Musicien de la reine		skos:Concept				Musicien de cour		EP346474
Musicien de la ville		skos:Concept						EP346505
Musicien de théâtre		skos:Concept				Musicien		EP346483;PMB1466
Musicien d'église		skos:Concept				Musicien		EP346484;PMB1464
Musicien du cabinet		skos:Concept						
Musicien du roi		skos:Concept				Musicien de cour		EP346475
Musicien espagnol		skos:Concept				Musicien étranger en France		EP346495
Musicien étranger en France		skos:Concept				Musicien		EP346492
Musicien français à l'étranger		skos:Concept				Musicien		EP346497
Musicien gagiste		skos:Concept						
Musicien italien		skos:Concept				Musicien étranger en France		EP346496
Musicien passant		skos:Concept						
Musicien populaire		skos:Concept				Musicien		EP346498;PMB1467
Musicienne		skos:Concept				Musicien		EP346499;PMB1468
Musicologie		skos:Concept						PMB23292
Musique allemande		skos:Concept						EP346507
Musique anglaise		skos:Concept						EP346508
Musique chorale		skos:Concept						EP346509
Musique de chambre		skos:Concept						EP346510;PMB1470
